tag,root,pos,images
sarashi,sarashi,PROPN,19194
sarong,sarong,PROPN,10617
sash,sash,NOUN,94535
satchel,satchel,PROPN,2211
satin,satin,NOUN,1110
satin_panties,panties,NOUN,841
saucer,saucer,NOUN,5930
sauna,sauna,NOUN,746
saunders_military_uniform,uniform,NOUN,1078
saunders_school_uniform,uniform,NOUN,766
saury,saury,PROPN,567
sausage,sausage,NOUN,1215
saw,saw,VERB,608
sayagata,sayagata,PROPN,755
scabbard,scabbard,NOUN,9785
scales,scales,VERB,11043
scalpel,scalpel,PROPN,607
scar,scar,NOUN,61959
scar_across_eye,scar,NOUN,15022
scar_on_arm,scar,NOUN,2467
scar_on_cheek,scar,NOUN,7561
scar_on_chest,scar,NOUN,3026
scar_on_face,scar,NOUN,28258
scar_on_forehead,scar,NOUN,1870
scar_on_nose,scar,NOUN,2454
scared,scared,VERB,8840
scarf,scarf,NOUN,147681
scarf_over_mouth,scarf,NOUN,1017
scarlet_devil_mansion,mansion,PROPN,1639
scene_reference,reference,NOUN,1546
scenery,scenery,NOUN,33727
scepter,scepter,NOUN,1959
school,school,NOUN,3868
school_bag,bag,NOUN,21675
school_briefcase,briefcase,NOUN,1316
school_chair,chair,NOUN,3850
school_desk,desk,NOUN,10346
school_hat,hat,NOUN,1961
school_swimsuit,swimsuit,NOUN,50884
school_uniform,uniform,NOUN,577916
science_fiction,fiction,PROPN,22498
scissor_blade,blade,NOUN,2018
scissors,scissors,NOUN,6118
scoop_neck,scoop,VERB,627
scooter,scooter,NOUN,1296
scope,scope,NOUN,3274
scowl,scowl,NOUN,2873
scratches,scratches,VERB,2257
screaming,screaming,VERB,2390
screen,screen,NOUN,1353
screentones,screentones,NOUN,862
screw,screw,VERB,989
screwdriver,screwdriver,PROPN,1081
scroll,scroll,VERB,6536
scrunchie,scrunchie,NOUN,51921
scythe,scythe,NOUN,11965
seagull,seagull,NOUN,2955
seal_(animal),seal,PROPN,713
seamed_legwear,legwear,NOUN,2582
searchlight,searchlight,NOUN,914
seashell,seashell,PROPN,2512
season_connection,connection,NOUN,828
seat,seat,NOUN,792
seatbelt,seatbelt,NOUN,636
seaweed,seaweed,NOUN,913
seductive_smile,smile,NOUN,6105
see-through,see,VERB,101345
see-through_dress,dress,NOUN,1694
see-through_shirt,shirt,NOUN,2640
see-through_silhouette,silhouette,NOUN,3656
see-through_skirt,skirt,NOUN,1194
see-through_sleeves,sleeves,NOUN,5474
seigaiha,seigaiha,NOUN,1641
seikan_hikou,hikou,PROPN,558
seishou_elementary_school_uniform,uniform,NOUN,667
seiza,seiza,NOUN,27170
selection_university_military_uniform,uniform,NOUN,605
self_fondle,fondle,NOUN,9131
self_hug,hug,VERB,688
selfcest,selfcest,ADJ,1717
selfie,selfie,PROPN,12148
semi-rimless_eyewear,eyewear,NOUN,30587
senbei,senbei,VERB,579
sepia,sepia,NOUN,6308
serafuku,serafuku,NOUN,249283
serious,serious,ADJ,18426
serval_print,print,NOUN,5109
setsubun,setsubun,PROPN,1987
severed_head,head,NOUN,1290
severed_limb,limb,NOUN,699
sewing,sewing,NOUN,709
sex,sex,NOUN,173708
sex_from_behind,sex,NOUN,41738
sex_machine,machine,NOUN,1214
sex_toy,toy,NOUN,35786
sextuplets,sextuplets,NOUN,766
sexually_suggestive,suggestive,ADJ,11093
shackles,shackles,VERB,7943
shade,shade,NOUN,10599
shaded_face,face,NOUN,39188
shading_eyes,eyes,NOUN,2188
shadow,shadow,PROPN,70983
shaking,shaking,VERB,783
shako_cap,cap,NOUN,2029
shallow_water,water,NOUN,1557
shamoji,shamoji,PROPN,672
shards,shards,VERB,1130
shared_bathing,bathing,NOUN,1108
shared_food,food,NOUN,1805
shared_object_insertion,insertion,NOUN,720
shared_scarf,scarf,NOUN,2248
shared_speech_bubble,bubble,NOUN,714
shared_umbrella,umbrella,NOUN,1938
shark,shark,NOUN,2521
shark_costume,costume,PROPN,952
shark_girl,girl,NOUN,3774
shark_hair_ornament,ornament,NOUN,2171
shark_hood,hood,NOUN,1942
shark_tail,tail,PROPN,5408
sharp_fingernails,fingernails,NOUN,14576
sharp_teeth,teeth,NOUN,42615
sharp_toenails,toenails,NOUN,1050
shaved_ice,ice,NOUN,2438
shawl,shawl,NOUN,19216
sheath,sheath,NOUN,36602
sheathed,sheathed,VERB,18808
sheep,sheep,NOUN,3357
sheep_ears,ears,NOUN,2779
sheep_girl,girl,NOUN,2505
sheep_horns,horns,NOUN,6040
sheer_clothes,clothes,NOUN,101345
sheer_legwear,legwear,NOUN,2043
sheer_leotard,leotard,NOUN,1689
sheet_grab,grab,NOUN,6790
sheet_music,music,NOUN,1341
shelf,shelf,NOUN,5557
shell,shell,PROPN,6018
shell_bikini,bikini,PROPN,1094
shell_casing,casing,NOUN,2701
shiba_inu,inu,PROPN,1430
shibari,shibari,PROPN,9424
shibari_over_clothes,shibari,PROPN,2493
shide,shide,ADV,3533
shield,shield,NOUN,20654
shikigami,shikigami,NOUN,1561
shikishi,shikishi,PROPN,2924
shimakaze_(kancolle)_(cosplay),shimakaze,PROPN,2282
shimenawa,shimenawa,PROPN,8452
shin_guards,guards,NOUN,1364
shinai,shinai,PROPN,1219
shinda_sekai_sensen_uniform,uniform,PROPN,1249
shindan_maker,maker,NOUN,697
shinsengumi,shinsengumi,PROPN,1666
shiny,shiny,ADJ,209929
shiny_clothes,clothes,NOUN,21233
shiny_hair,hair,NOUN,126564
shiny_legwear,legwear,NOUN,1241
shiny_pokemon,pokemon,NOUN,3340
shiny_skin,skin,NOUN,99077
ship,ship,NOUN,4969
shirt,shirt,NOUN,984474
shirt_grab,grab,VERB,1114
shirt_in_mouth,shirt,NOUN,1439
shirt_lift,lift,NOUN,59555
shirt_pull,pull,VERB,6059
shirt_removed,removed,VERB,2465
shirt_tucked_in,tucked,VERB,11980
shirt_tug,tug,NOUN,2858
shitty_admiral_(phrase),admiral,NOUN,519
shoe_dangle,dangle,NOUN,2710
shoe_soles,soles,NOUN,6658
shoelaces,shoelaces,VERB,1304
shoes,shoes,NOUN,270303
shoes_removed,removed,VERB,6961
shogi,shogi,PROPN,632
shooting_star,shooting,VERB,2921
shop,shop,NOUN,3600
shopping,shopping,VERB,966
shopping_bag,bag,NOUN,5181
shore,shore,PROPN,3131
short_dress,dress,NOUN,57090
short_eyebrows,eyebrows,NOUN,15363
short_hair,hair,NOUN,1553913
short_hair_with_long_locks,hair,NOUN,28425
short_jumpsuit,jumpsuit,NOUN,1355
short_kimono,kimono,NOUN,8873
short_necktie,necktie,NOUN,4569
short_over_long_sleeves,short,ADJ,6761
short_ponytail,ponytail,NOUN,22276
short_shorts,shorts,NOUN,91297
short_sidetail,sidetail,NOUN,1200
short_sleeves,sleeves,NOUN,384692
short_sword,sword,NOUN,2255
short_twintails,twintails,NOUN,43147
shorts,shorts,NOUN,259932
shorts_around_one_leg,shorts,NOUN,816
shorts_pull,pull,VERB,5058
shorts_under_dress,shorts,NOUN,1010
shorts_under_skirt,shorts,NOUN,7280
shortstack,shortstack,PROPN,1252
shotgun,shotgun,NOUN,3142
shotgun_shell,shell,NOUN,679
shouji,shouji,PROPN,2409
shoujo_kitou-chuu,shoujo,VERB,746
shoulder_armor,armor,NOUN,38067
shoulder_bag,bag,NOUN,17024
shoulder_blades,blades,NOUN,8906
shoulder_cannon,cannon,NOUN,825
shoulder_carry,carry,VERB,2671
shoulder_cutout,cutout,NOUN,8746
shoulder_holster,holster,NOUN,832
shoulder_pads,pads,NOUN,7490
shoulder_spikes,spikes,VERB,2271
shoulder_strap,strap,NOUN,1047
shoulder_tattoo,tattoo,NOUN,8072
shoulders,shoulders,NOUN,0
shouting,shouting,VERB,6008
shovel,shovel,VERB,2953
shower_(place),shower,NOUN,1271
shower_head,head,NOUN,2548
showering,showering,VERB,3540
showgirl_skirt,skirt,NOUN,4407
shrimp,shrimp,NOUN,1823
shrimp_tempura,tempura,NOUN,680
shrine,shrine,NOUN,3580
shrug_(clothing),shrug,VERB,12821
shrugging,shrugging,VERB,648
shuriken,shuriken,PROPN,2012
shushing,shushing,VERB,4544
shuuchiin_academy_uniform,uniform,NOUN,2284
shuujin_academy_uniform,uniform,NOUN,1023
shy,shy,ADJ,3881
siblings,siblings,NOUN,67224
sick,sick,ADJ,1200
sickle,sickle,NOUN,722
side-by-side,side,NOUN,4743
side-tie_bikini,bikini,NOUN,0
side-tie_leotard,leotard,NOUN,1470
side-tie_panties,panties,NOUN,34518
side-tie_skirt,skirt,NOUN,591
side_braid,braid,PROPN,29742
side_braids,braids,NOUN,4613
side_bun,bun,NOUN,10341
side_cutout,cutout,NOUN,2339
side_drill,drill,NOUN,889
side_ponytail,ponytail,NOUN,124662
side_slit,slit,NOUN,26284
side_slit_shorts,shorts,NOUN,888
sideboob,sideboob,NOUN,78934
sideburns,sideburns,NOUN,17826
sideless_outfit,outfit,NOUN,2206
sidelighting,sidelighting,VERB,1218
sidelocks,sidelocks,NOUN,347545
sidepec,sidepec,PROPN,1354
sidesaddle,sidesaddle,NOUN,1798
sidewalk,sidewalk,NOUN,930
sideways,sideways,PROPN,1187
sideways_glance,glance,VERB,11398
sideways_hat,hat,VERB,796
sideways_mouth,mouth,NOUN,3974
sig_sauer,sauer,PROPN,993
sigh,sigh,NOUN,2470
sign,sign,NOUN,16236
signature,signature,NOUN,181010
silent_comic,comic,ADJ,12938
silhouette,silhouette,NOUN,13032
silk,silk,NOUN,3780
silver_dress,dress,NOUN,719
silver_hair,hair,NOUN,98653
silver_trim,trim,NOUN,1128
simple_background,background,NOUN,1061063
simplified_chinese_text,text,NOUN,1518
singing,singing,VERB,8000
single_bare_shoulder,shoulder,NOUN,5102
single_boot,boot,NOUN,949
single_braid,braid,NOUN,84066
single_detached_sleeve,sleeve,NOUN,2618
single_earring,earring,NOUN,20011
single_elbow_glove,glove,NOUN,4450
single_fingerless_glove,glove,NOUN,1208
single_gauntlet,gauntlet,NOUN,1544
single_glove,glove,NOUN,24060
single_hair_intake,intake,NOUN,2097
single_head_wing,wing,NOUN,631
single_horizontal_stripe,stripe,NOUN,1041
single_horn,horn,NOUN,28318
single_kneehigh,kneehigh,ADJ,2995
single_leg_pantyhose,pantyhose,NOUN,3343
single_mechanical_arm,arm,NOUN,5351
single_pantsleg,pantsleg,PROPN,1271
single_pauldron,pauldron,NOUN,1587
single_shoe,shoe,NOUN,6800
single_sidelock,sidelock,NOUN,2760
single_sleeve,sleeve,NOUN,3400
single_sock,sock,NOUN,5292
single_strap,strap,NOUN,1297
single_stripe,stripe,NOUN,940
single_thighhigh,thighhigh,NOUN,37418
single_vertical_stripe,stripe,NOUN,2102
single_wing,wing,NOUN,4694
sink,sink,VERB,2297
sisters,sisters,NOUN,41081
sitting,sitting,VERB,623693
sitting_backwards,sitting,VERB,747
sitting_in_tree,sitting,VERB,1688
sitting_on_bed,sitting,VERB,0
sitting_on_bench,sitting,VERB,755
sitting_on_desk,sitting,VERB,2229
sitting_on_face,sitting,VERB,2456
sitting_on_lap,sitting,VERB,6726
sitting_on_object,sitting,VERB,1447
sitting_on_person,sitting,VERB,14976
sitting_on_rock,sitting,VERB,804
sitting_on_shoulder,sitting,VERB,655
sitting_on_stairs,sitting,VERB,1409
sixteenth_note,note,NOUN,627
size_difference,difference,NOUN,13109
skateboard,skateboard,NOUN,1250
skates,skates,NOUN,2829
skeleton,skeleton,NOUN,5824
skeleton_print,print,NOUN,669
sketch,sketch,PROPN,111465
sketchbook,sketchbook,NOUN,2011
skewer,skewer,VERB,1959
skin-covered_horns,horns,NOUN,6386
skin_fang,fang,X,26256
skin_fangs,fangs,NOUN,1679
skin_tight,skin,VERB,30767
skindentation,skindentation,NOUN,78125
skinny,skinny,ADJ,4336
skirt,skirt,PROPN,1089923
skirt_around_one_leg,skirt,VERB,2446
skirt_basket,basket,NOUN,947
skirt_flip,flip,VERB,834
skirt_hold,hold,VERB,15982
skirt_lift,lift,VERB,56409
skirt_pull,pull,VERB,7729
skirt_removed,removed,VERB,6518
skirt_set,set,VERB,35928
skirt_suit,suit,NOUN,3520
skirt_tug,tug,PROPN,2562
skull,skull,NOUN,20970
skull_and_crossbones,skull,NOUN,2427
skull_earrings,earrings,NOUN,1808
skull_hair_ornament,ornament,NOUN,5519
skull_mask,mask,NOUN,1220
skull_necklace,necklace,NOUN,742
skull_print,print,NOUN,1686
sky,sky,NOUN,276421
skyline,skyline,NOUN,1442
skyscraper,skyscraper,NOUN,4810
slap_mark,slap,VERB,1254
slapping,slapping,VERB,1319
slashing,slashing,VERB,956
slave,slave,NOUN,3401
sleep_mask,mask,NOUN,872
sleep_molestation,molestation,NOUN,2031
sleeping,sleeping,VERB,49753
sleeping_on_person,sleeping,VERB,1815
sleeping_upright,sleeping,VERB,2169
sleepwear,sleepwear,PROPN,2532
sleepy,sleepy,ADJ,6104
sleeve_cuffs,cuffs,NOUN,7929
sleeve_grab,grab,NOUN,734
sleeveless,sleeveless,ADJ,244011
sleeveless_blouse,blouse,NOUN,84421
sleeveless_dress,dress,NOUN,73261
sleeveless_hoodie,hoodie,NOUN,1293
sleeveless_jacket,jacket,NOUN,4758
sleeveless_kimono,kimono,NOUN,3579
sleeveless_shirt,shirt,NOUN,84421
sleeveless_sweater,sweater,NOUN,1880
sleeveless_turtleneck,turtleneck,NOUN,8269
sleeves_folded_up,sleeves,NOUN,25584
sleeves_past_elbows,sleeves,NOUN,3421
sleeves_past_fingers,sleeves,NOUN,24524
sleeves_past_wrists,sleeves,NOUN,98359
sleeves_pushed_up,pushed,VERB,3896
sleeves_rolled_up,rolled,VERB,25584
sliding_doors,doors,NOUN,7206
slim_legs,legs,NOUN,652
slime_(creature),slime,NOUN,1952
slime_(substance),slime,NOUN,4393
slime_girl,girl,NOUN,2941
sling,sling,NOUN,827
sling_bikini_top,sling,VERB,719
slingshot_swimsuit,swimsuit,NOUN,7898
slippers,slippers,NOUN,9411
slit_pupils,pupils,NOUN,41634
small_breasts,breasts,NOUN,321834
small_nipples,nipples,NOUN,618
small_penis,penis,NOUN,2371
smartphone,smartphone,NOUN,29345
smell,smell,NOUN,2314
smelling,smelling,VERB,2166
smile,smile,NOUN,1881437
smiley_face,face,NOUN,2319
smirk,smirk,PROPN,18311
smoke,smoke,NOUN,24485
smokestack,smokestack,PROPN,3651
smokestack_hair_ornament,ornament,NOUN,1037
smoking,smoking,VERB,13925
smoking_gun,gun,NOUN,908
smug,smug,ADJ,11874
snack,snack,NOUN,1025
snail,snail,NOUN,1161
snake,snake,NOUN,16287
snake_hair,hair,NOUN,1020
snake_hair_ornament,ornament,NOUN,11008
snake_tail,tail,NOUN,1835
snap-fit_buckle,buckle,NOUN,888
sneakers,sneakers,NOUN,36297
sneezing,sneezing,VERB,777
sniper_rifle,rifle,NOUN,6464
snorkel,snorkel,NOUN,1330
snot,snot,PROPN,2629
snout,snout,NOUN,3837
snow,snow,NOUN,27749
snow_bunny,bunny,NOUN,789
snowball,snowball,NOUN,973
snowflake_background,background,NOUN,808
snowflake_hair_ornament,ornament,NOUN,2796
snowflake_print,print,NOUN,2503
snowflakes,snowflakes,NOUN,10000
snowing,snowing,VERB,16894
snowman,snowman,NOUN,4137
soaking_feet,feet,NOUN,6983
soap,soap,NOUN,1893
soap_bottle,bottle,NOUN,677
soap_bubbles,bubbles,NOUN,3890
soap_censor,censor,NOUN,1101
sobu_high_school_uniform,uniform,NOUN,1254
soccer,soccer,NOUN,1317
soccer_ball,ball,NOUN,2567
soccer_uniform,uniform,NOUN,4061
sock_garters,garters,NOUN,1704
sock_pull,pull,VERB,709
socks,socks,NOUN,232656
socks_removed,removed,VERB,992
soda,soda,NOUN,1042
soda_bottle,bottle,NOUN,1126
soda_can,can,AUX,2866
sode,sode,PROPN,3623
soft_serve,serve,NOUN,649
soldier,soldier,NOUN,2572
soles,soles,NOUN,58132
solid_circle_eyes,eyes,NOUN,4831
solid_eyes,eyes,NOUN,747
solid_oval_eyes,eyes,NOUN,4660
solo,solo,PROPN,3482958
solo_focus,focus,NOUN,243519
song_name,name,NOUN,1709
sorcerer's_sutra_scroll,scroll,NOUN,1566
soul_gem,gem,NOUN,3860
sound_effects,effects,NOUN,8582
soup,soup,NOUN,1222
soviet,soviet,ADJ,740
space,space,NOUN,10550
space_craft,craft,NOUN,3245
space_helmet,helmet,NOUN,919
spaceship_hair_ornament,ornament,NOUN,596
spacesuit,spacesuit,NOUN,2450
spade_(shape),spade,NOUN,2546
spade_hair_ornament,ornament,NOUN,665
spaghetti,spaghetti,NOUN,836
spaghetti_strap,strap,NOUN,12479
spandex,spandex,NOUN,2459
spanked,spanked,VERB,2028
spanking,spanking,VERB,1450
sparkle,sparkle,NOUN,85766
sparkle_background,background,NOUN,2783
sparkler,sparkler,NOUN,1206
sparkling_eyes,eyes,NOUN,5376
sparks,sparks,VERB,1713
sparrow,sparrow,PROPN,858
sparse_pubic_hair,hair,NOUN,945
spatula,spatula,NOUN,2224
speaker,speaker,NOUN,2905
speaking_tube_headset,headset,NOUN,772
spear,spear,NOUN,20559
spear_the_gungnir,spear,VERB,1859
special_feeling_(meme),feeling,NOUN,542
speech_bubble,bubble,NOUN,117981
speed_lines,lines,NOUN,5655
spell_card,card,NOUN,1391
sperm_cell,cell,NOUN,884
spider,spider,NOUN,1724
spider_girl,girl,NOUN,1902
spider_lily,lily,PROPN,3572
spider_web,web,NOUN,3547
spider_web_print,print,NOUN,2263
spiked_armlet,armlet,NOUN,2056
spiked_bracelet,bracelet,NOUN,7666
spiked_club,club,NOUN,1461
spiked_collar,collar,NOUN,6950
spiked_hair,hair,NOUN,41806
spiked_shell,shell,NOUN,1486
spiked_tail,tail,NOUN,1543
spikes,spikes,VERB,26608
spill,spill,VERB,2727
spilling,spilling,VERB,2106
spine,spine,NOUN,1571
spinning,spinning,VERB,1934
spirit,spirit,PROPN,1456
spit_take,take,VERB,1030
spitroast,spitroast,PROPN,3099
spitting,spitting,NOUN,1739
splashing,splashing,VERB,7173
splatter,splatter,NOUN,697
splattershot_(splatoon),splattershot,PROPN,748
split,split,VERB,7234
split_mouth,split,VERB,5526
split_ponytail,ponytail,NOUN,1105
split_screen,screen,NOUN,1181
spoken_anger_vein,vein,NOUN,2168
spoken_blush,blush,NOUN,3859
spoken_character,character,NOUN,1217
spoken_ellipsis,ellipsis,NOUN,21439
spoken_exclamation_mark,mark,NOUN,7706
spoken_heart,heart,NOUN,25769
spoken_interrobang,spoken,VERB,2843
spoken_musical_note,spoken,VERB,5700
spoken_object,object,NOUN,1089
spoken_question_mark,mark,NOUN,11390
spoken_squiggle,squiggle,NOUN,2898
spoken_sweatdrop,sweatdrop,NOUN,1774
sponge,sponge,NOUN,1260
spoon,spoon,VERB,15832
spooning,spooning,VERB,924
sport,sport,NOUN,496
sports_bikini,bikini,NOUN,1925
sports_bra,bra,NOUN,17539
sportswear,sportswear,NOUN,17050
spot_color,color,NOUN,23671
spotlight,spotlight,NOUN,2402
spray_can,can,AUX,801
spread_anus,spread,VERB,4183
spread_arms,spread,VERB,14611
spread_ass,spread,VERB,3573
spread_fingers,spread,VERB,2053
spread_legs,spread,VERB,177253
spread_pussy,spread,VERB,21694
spread_pussy_under_clothes,spread,VERB,1372
spread_toes,spread,VERB,1580
spread_wings,spread,VERB,2094
spreader_bar,bar,NOUN,1073
spring_(season),spring,NOUN,1645
spring_onion,onion,NOUN,4609
square_4koma,square,ADJ,972
squatting,squatting,VERB,52598
squatting_cowgirl_position,squatting,VERB,4387
squid,squid,NOUN,1908
squidbeak_splatoon,splatoon,PROPN,1053
squiggle,squiggle,VERB,8397
squinting,squinting,VERB,847
squirrel,squirrel,PROPN,1842
squirrel_ears,ears,NOUN,3190
squirrel_girl,girl,NOUN,2363
squirrel_tail,tail,PROPN,3027
st._chronica_academy_uniform,uniform,NOUN,864
st._gloriana's_(emblem),emblem,NOUN,1005
st._gloriana's_military_uniform,uniform,NOUN,2107
st._gloriana's_school_uniform,uniform,NOUN,2521
stab,stab,VERB,1336
stadium,stadium,NOUN,1408
staff,staff,NOUN,40539
staff_(music),staff,NOUN,1555
stage,stage,NOUN,3161
stage_lights,lights,NOUN,2069
stain,stain,NOUN,932
stained_glass,glass,NOUN,2786
stained_panties,panties,NOUN,833
stairs,stairs,NOUN,16989
stance,stance,NOUN,560
stand_(jojo),stand,VERB,5425
standard_bearer,bearer,NOUN,543
standing,standing,VERB,544475
standing_on_liquid,standing,VERB,2081
standing_on_one_leg,standing,VERB,49568
standing_sex,standing,VERB,6999
standing_split,split,VERB,5637
star-shaped_pupils,pupils,NOUN,10108
star_(sky),star,PROPN,34765
star_(symbol),star,NOUN,148178
star_choker,choker,PROPN,1799
star_earrings,earrings,NOUN,8386
star_guardian_(league_of_legends),guardian,PROPN,791
star_hair_ornament,ornament,NOUN,16979
star_halo,halo,PROPN,1649
star_hat_ornament,ornament,NOUN,7180
star_in_eye,star,NOUN,2827
star_necklace,necklace,PROPN,1598
star_of_david,star,PROPN,1025
star_pasties,pasties,NOUN,843
star_print,print,NOUN,9821
starfish,starfish,PROPN,3960
staring,staring,VERB,3245
starlight_academy_uniform,uniform,NOUN,636
starry_background,background,NOUN,7279
starry_sky,sky,NOUN,23883
starry_sky_print,print,NOUN,1731
starter_pokemon_trio,trio,NOUN,2201
stationary_restraints,restraints,NOUN,1526
stats,stats,NOUN,782
statue,statue,NOUN,4304
steak,steak,PROPN,742
stealth_sex,sex,NOUN,1038
steam,steam,NOUN,34875
steam_censor,censor,NOUN,2289
steaming_body,body,NOUN,10862
steampunk,steampunk,NOUN,1287
steepled_fingers,fingers,NOUN,3420
steering_wheel,wheel,NOUN,1116
stepped_on,stepped,VERB,1227
stethoscope,stethoscope,NOUN,2644
stick,stick,VERB,3882
stick_poster,poster,NOUN,595
sticker,sticker,PROPN,1764
stile_uniform,uniform,NOUN,643
stiletto_heels,heels,NOUN,1569
still_life,life,NOUN,2445
stirrup_legwear,legwear,PROPN,3304
stitched_face,stitched,VERB,1209
stitched_mouth,stitched,VERB,676
stitches,stitches,NOUN,7886
stole,stole,VERB,811
stomach,stomach,NOUN,150028
stomach_bulge,bulge,NOUN,4958
stomach_cutout,cutout,NOUN,1395
stomach_tattoo,tattoo,NOUN,3143
stone,stone,NOUN,1884
stone_floor,floor,NOUN,1338
stone_lantern,lantern,NOUN,1396
stone_stairs,stairs,NOUN,699
stone_wall,wall,NOUN,1307
stool,stool,NOUN,6701
stopwatch,stopwatch,PROPN,511
storefront,storefront,NOUN,845
storm,storm,NOUN,578
stove,stove,NOUN,1285
straddling,straddling,VERB,45174
straight-on,straight,ADJ,6680
straight_hair,hair,NOUN,31809
straitjacket,straitjacket,NOUN,1734
strangling,strangling,VERB,2250
strap,strap,NOUN,7833
strap-on,strap,NOUN,1558
strap_between_breasts,strap,NOUN,2526
strap_gap,gap,NOUN,11754
strap_lift,lift,NOUN,1090
strap_pull,pull,NOUN,4654
strap_slip,slip,NOUN,28196
strapless,strapless,ADJ,82840
strapless_bikini,bikini,NOUN,3519
strapless_bottom,bottom,NOUN,737
strapless_bra,bra,NOUN,2171
strapless_dress,dress,NOUN,32044
strapless_leotard,leotard,NOUN,23816
strapless_swimsuit,swimsuit,NOUN,881
strappy_heels,heels,NOUN,2175
straw_hat,hat,NOUN,14417
strawberry,strawberry,NOUN,15940
strawberry_hair_ornament,ornament,NOUN,1062
strawberry_panties,panties,NOUN,905
strawberry_print,print,NOUN,1771
strawberry_shortcake,shortcake,PROPN,1864
stray_pubic_hair,stray,VERB,1990
streaked_hair,hair,NOUN,105400
stream,stream,NOUN,1288
streamers,streamers,NOUN,951
streaming_tears,tears,NOUN,4248
street,street,NOUN,5439
stretch,stretch,VERB,9890
striker_unit,unit,NOUN,2660
string,string,VERB,9977
string_bikini,bikini,NOUN,31034
string_bra,string,VERB,821
string_of_fate,string,NOUN,3228
string_of_flags,string,NOUN,2237
string_panties,string,ADJ,9515
striped,striped,VERB,213593
striped_background,background,NOUN,8896
striped_bikini,bikini,PROPN,19817
striped_bow,bow,NOUN,17720
striped_bowtie,bowtie,NOUN,5788
striped_bra,bra,NOUN,3157
striped_dress,dress,NOUN,7850
striped_gloves,gloves,NOUN,1570
striped_headwear,headwear,NOUN,903
striped_hoodie,hoodie,NOUN,913
striped_jacket,jacket,NOUN,2486
striped_kimono,kimono,NOUN,1457
striped_legwear,legwear,NOUN,26880
striped_necktie,necktie,NOUN,7225
striped_panties,panties,NOUN,37151
striped_pants,pants,NOUN,2148
striped_ribbon,ribbon,NOUN,4709
striped_scarf,scarf,NOUN,4490
striped_shirt,shirt,NOUN,18165
striped_shorts,shorts,NOUN,1341
striped_skirt,skirt,NOUN,4512
striped_sleeves,sleeves,NOUN,1874
striped_sweater,sweater,NOUN,1192
striped_swimsuit,swimsuit,NOUN,0
striped_tail,tail,NOUN,3278
stripper_pole,pole,NOUN,1771
struggling,struggling,VERB,838
stubble,stubble,VERB,15011
stuck,stuck,VERB,1621
stud_earrings,earrings,NOUN,11539
studded_belt,belt,NOUN,2199
studded_bracelet,bracelet,NOUN,918
studded_collar,collar,NOUN,669
stuffed_animal,animal,NOUN,48186
stuffed_bunny,bunny,NOUN,10762
stuffed_cat,cat,NOUN,2657
stuffed_penguin,penguin,NOUN,639
stuffed_shark,shark,NOUN,1513
stuffed_toy,toy,NOUN,56062
stuffed_winged_unicorn,unicorn,NOUN,1092
style_parody,parody,NOUN,11292
stylus,stylus,NOUN,3251
submachine_gun,gun,NOUN,6634
submerged,submerged,VERB,3079
subtitled,subtitled,VERB,2608
suction_cups,cups,NOUN,3318
sugar_cube,cube,NOUN,767
suggestive_fluid,fluid,NOUN,5706
suicide,suicide,NOUN,707
suit,suit,NOUN,46412
suit_jacket,jacket,NOUN,3126
suitcase,suitcase,NOUN,3848
sukusuku_hakutaku,hakutaku,PROPN,770
summer,summer,NOUN,7893
summer_festival,festival,NOUN,1043
summer_uniform,uniform,NOUN,7301
sun,sun,NOUN,14303
sun_hat,hat,PROPN,21358
sun_symbol,symbol,NOUN,2440
sunbeam,sunbeam,NOUN,8285
sunburst,sunburst,VERB,2541
sunburst_background,background,NOUN,1558
sundae,sundae,NOUN,1102
sundress,sundress,PROPN,12519
sunflower,sunflower,NOUN,14216
sunflower_hair_ornament,ornament,NOUN,1235
sunglasses,sunglasses,NOUN,51844
sunlight,sunlight,NOUN,53639
sunrise,sunrise,NOUN,2314
sunscreen,sunscreen,NOUN,1228
sunset,sunset,NOUN,20833
super_crown,crown,NOUN,5291
super_robot,robot,NOUN,1702
super_saiyan,saiyan,NOUN,2385
super_saiyan_1,1,NUM,772
super_soaker,soaker,NOUN,800
superhero,superhero,NOUN,5463
suppressor,suppressor,NOUN,1563
surcoat,surcoat,PROPN,812
surfboard,surfboard,NOUN,2094
surfing,surfing,VERB,596
surgical_mask,mask,NOUN,4207
surprise_kiss,kiss,NOUN,1703
surprised,surprised,VERB,37051
surprised_arms,arms,NOUN,529
surreal,surreal,ADJ,2865
survey_corps_(emblem),corps,PROPN,1036
sushi,sushi,NOUN,3330
suspended_congress,congress,PROPN,1205
suspender_shorts,shorts,NOUN,2420
suspender_skirt,skirt,PROPN,13247
suspenders,suspenders,NOUN,48162
suspension,suspension,NOUN,2488
swastika,swastika,NOUN,712
sweat,sweat,NOUN,329459
sweatband,sweatband,VERB,2084
sweatdrop,sweatdrop,NOUN,143959
sweater,sweater,NOUN,118950
sweater_around_waist,sweater,NOUN,2146
sweater_dress,dress,NOUN,7291
sweater_lift,lift,NOUN,5296
sweater_vest,vest,NOUN,23925
sweating_profusely,sweating,VERB,5523
sweatpants,sweatpants,NOUN,1325
sweatshirt,sweatshirt,PROPN,118950
sweet_potato,potato,NOUN,2003
sweets,sweets,NOUN,2450
swept_bangs,bangs,NOUN,70737
